employeeID,Tenure,Age,Performance,DeptFreqEncoded,RoleFreqEncoded,JobSatisfaction,OverTime,DistanceFromHome,YearsSinceLastPromotion,TrainingTimesLastYear,JobInvolvement,Turnover,avg_sentiment
11,0.297872340425532,0.489361702127659,0.0205844942958024,0.104669174596149,0.1099800840894,0.0307271796504995,0,0.18078515056238,0.953124612507965,0.6,0.104934218514404,0,0.813247936619022
12,0.106382978723404,0.106382978723404,0.969909852161994,0.0973666740429298,0.104226598805045,0.537310259003611,1,0.268797615030198,0.516736044940064,0.4,0.0272371025842141,1,0.389971669043668
13,0.914893617021277,0.936170212765957,0.832442640800422,0.109094932507192,0.1099800840894,0.923225878486232,0,0.198644576897406,0.819107326177688,0,0.292380112715264,0,0.423547184327617
14,0.531914893617021,0.659574468085106,0.212339110678276,0.105996901969462,0.0944899314007523,0.596379832702366,1,0.246857027595733,0.547127642568901,0.2,0.395770832167038,0,0.648669490040365
15,0.234042553191489,0.276595744680851,0.181824967207101,0.097809249834034,0.097809249834034,0.971650604619493,0,0.306415449351036,0.0407850134355181,0.6,0.552076696281248,0,0.81366889373484
16,0.319148936170213,0.404255319148936,0.183404509853434,0.0947112192963045,0.0944899314007523,0.136451118270459,0,0.555133786753189,0.315008275189774,0.4,0.292749825187006,0,0.596124770352617
17,0.468085106382979,1,0.304242242959538,0.101349856162868,0.1099800840894,0.568305104594837,0,0.587991629463833,0.575549507831103,0.6,0.984059572385411,1,0.615955117645419
18,0,0.0212765957446808,0.524756431632238,0.0989156893117946,0.1099800840894,0.798125048006429,1,0.426499747241861,0.950593965931124,0.2,0.291745168241168,0,0.610103103152307
19,0.25531914893617,0.319148936170213,0.431945018642116,0.0989156893117946,0.0993582651028988,0.525540731125716,0,0.615420779820835,0.859130359751233,0.4,0.440975388446409,0,0.378384059443223
20,0.0212765957446808,0.170212765957447,0.291229140198042,0.097809249834034,0.0973666740429298,0.0910663559874726,1,0.0815749256113659,0.228355614178848,0.4,0.1032761655319,0,0.626163927742957
21,0.297872340425532,0.808510638297872,0.611852894722379,0.104669174596149,0.0944899314007523,0.582886001547218,1,0.08778823705816,0.220109830019163,0.4,0.260626513337076,1,0.682706781356087
22,0.170212765957447,0.957446808510638,0.139493860652042,0.105996901969462,0.1099800840894,0.611737905842472,1,0.171829460357658,0.201172967113901,0.4,0.0483321397889911,0,0.865857016961937
23,0.148936170212766,0.212765957446808,0.292144648535218,0.097809249834034,0.105996901969462,0.728709248475353,0,0.518077498040345,0.922498896302503,0.6,0.559508633437328,0,0.793721683831377
24,0.0212765957446808,0.340425531914894,0.366361843293692,0.0989156893117946,0.104226598805045,0.761211515165474,1,0.213994678698314,0.85266615310172,0.4,0.751064683132432,0,0.671674057386223
25,0.48936170212766,0.872340425531915,0.456069984217036,0.0984731135206904,0.105996901969462,0.770772688210607,0,0.283284403492577,0.774883432252949,0.6,0.195709814336068,0,0.652589910007505
26,0.0212765957446808,0.25531914893617,0.785175961393014,0.0916131887585749,0.0944899314007523,0.663444393638966,1,0.400312836172994,0.392735114224228,0.4,0.367910937816071,0,0.373988740061494
27,0.617021276595745,0.893617021276596,0.19967378215836,0.0916131887585749,0.0993582651028988,0.215811186418658,1,0.81186612401038,0.504380704298767,0.4,0.0166162267271606,1,0.352927770719609
28,0.361702127659574,0.553191489361702,0.514234438413612,0.0989156893117946,0.0944899314007523,0.404235755839479,0,0.0138621359128601,0.464331744795153,0.2,0.839522055722212,0,0.673877119446512
29,0.0212765957446808,0.127659574468085,0.592414568862042,0.0916131887585749,0.1099800840894,0.776129972614399,1,0.649378820236622,0.253398107559373,0.6,0.77996352493167,0,0.244586352777498
30,0.382978723404255,0.872340425531915,0.0464504127199977,0.105996901969462,0.093826067714096,0.953426983400813,1,0.668876531040685,0.505028046148767,0.6,0.0632540308742924,1,0.548824009982954
31,0.276595744680851,0.297872340425532,0.607544851901438,0.109094932507192,0.097809249834034,0.078946964836622,0,0.798655780356637,0.0304965478527545,0.8,0.364867609320411,0,0.866086528403685
32,0.25531914893617,0.680851063829787,0.170524123687292,0.101349856162868,0.1099800840894,0.535536677797195,0,0.932752939060313,0.131810373497459,0.2,0.955286613849495,0,0.667656233650632
33,0.0638297872340425,0.319148936170213,0.0650515929852795,0.0989156893117946,0.102456295640628,0.312522271324306,0,0.0201378489492898,0.886589596168946,0.6,0.392027056078977,0,0.600111900712363
34,0.170212765957447,0.829787234042553,0.948885537253333,0.0916131887585749,0.0993582651028988,0.22539389431683,0,0.153783705513216,0.751679767031423,0.2,0.526208676724016,0,0.60833270507018
35,0.148936170212766,0.404255319148936,0.965632033074559,0.0989156893117946,0.1099800840894,0.505810683519715,0,0.886171294055993,0.422868409059087,0.2,0.355242861010355,1,0.65440895603123
36,0.234042553191489,0.361702127659574,0.808397348116461,0.105996901969462,0.0944899314007523,0.606089340556537,0,0.458518562187015,0.517150362283877,0.2,0.596131388128262,0,0.393991850940934
37,0.468085106382979,0.574468085106383,0.304613769173371,0.105996901969462,0.093826067714096,0.00977223141948125,0,0.564590638933464,0.369998885959977,0,0.978156875636822,0,0.646788851061667
38,0.680851063829787,0.680851063829787,0.0976721140063839,0.109094932507192,0.102456295640628,0.780206572201191,1,0.663027203723147,0.740779867160672,0.6,0.997502503481197,0,0.409601205007427
39,0.106382978723404,0.723404255319149,0.684233026512157,0.101349856162868,0.1099800840894,0.819882131259448,1,0.679066604495637,0.78418717923208,0.2,0.774714978011191,0,0.881307365139946
40,0.25531914893617,0.468085106382979,0.440152493739601,0.0989156893117946,0.093826067714096,0.965510824567933,0,0.931740403316508,0.763285190203159,0,0.404311098020439,1,0.571993629501032
41,0.0425531914893617,0.446808510638298,0.122038234844779,0.101349856162868,0.097809249834034,0.180643733224695,1,0.99694941741167,0.72261172483445,0,0.494432200828988,1,0.227860252542252
42,0.382978723404255,0.595744680851064,0.49517691011127,0.101349856162868,0.105996901969462,0.594552562360948,0,0.72015746093094,0.204504338692796,0.4,0.356731328112305,1,0.739035370632667
43,0.0212765957446808,0.404255319148936,0.0343885211152184,0.104669174596149,0.104226598805045,0.426625373476394,0,0.287221209205151,0.337969979240479,0.4,0.985574629904346,0,0.883344855731015
44,0.25531914893617,0.489361702127659,0.909320402078782,0.0916131887585749,0.093826067714096,0.334827851555351,0,0.879752402294344,0.469845434983675,0.6,0.707760305825404,0,0.672875350626947
45,0.0425531914893617,0.340425531914894,0.258779981600017,0.0989156893117946,0.0944899314007523,0.565633451437505,0,0.0492209145407616,0.330792991427656,0.4,0.448931445433511,0,0.812859039446762
46,0.468085106382979,0.468085106382979,0.662522284353982,0.0984731135206904,0.0944899314007523,0.78238309322355,1,0.231080852874496,0.754940200158329,0.6,0.0121152701096023,0,0.230720976706256
47,0.48936170212766,0.553191489361702,0.311711076089411,0.0984731135206904,0.0993582651028988,0.0230527834452101,0,0.897385717463715,0.329353524249955,0,0.520483414390548,0,0.821035583609377
48,0.0212765957446808,0.0851063829787234,0.520068021177811,0.101349856162868,0.0944899314007523,0.969400112566187,1,0.256191514439355,0.138232086785337,0,0.983928201701618,1,0.469574348027395
49,0.106382978723404,0.297872340425532,0.54671027934328,0.0973666740429298,0.0993582651028988,0.809881585705711,0,0.220651059621748,0.399040452048304,0.6,0.523060908973052,0,0.626961013587954
50,0.0212765957446808,0.0212765957446808,0.184854455525527,0.105996901969462,0.1099800840894,0.751153703645578,0,0.138125293140247,0.97991443278238,0.4,0.182426685489114,0,0.899857705236751
51,0.191489361702128,0.425531914893617,0.969584627764558,0.104669174596149,0.0944899314007523,0.760387382180504,0,0.859111757646916,0.225881412933576,0.4,0.0220937471047749,1,0.281303200341592
52,0.51063829787234,0.765957446808511,0.775132823361115,0.0973666740429298,0.0973666740429298,0.389060709618653,0,0.500058259191087,0.612158658943229,0.6,0.354703758124209,0,0.692754966905341
53,0.404255319148936,1,0.939498941564189,0.097809249834034,0.093826067714096,0.751620550844814,0,0.674893203054155,0.432973049839706,0.8,0.918228055696607,0,0.897943716379814
54,0.787234042553192,1,0.894827350427649,0.0984731135206904,0.105996901969462,0.386770208602958,1,0.23906638407503,0.0710245676493266,0.4,0.996554108175881,1,0.548723599788817
55,0.234042553191489,0.382978723404255,0.597899978811085,0.104669174596149,0.1099800840894,0.898706829574793,0,0.758040421011217,0.48787660599806,0.2,0.945367974812002,1,0.309216801077127
56,0.0212765957446808,0.170212765957447,0.921874235023117,0.0973666740429298,0.0944899314007523,0.17722238330647,1,0.760005544962098,0.702164328648312,0.4,0.729419993254257,1,0.472479331317696
57,0.127659574468085,0.531914893617021,0.0884925020519195,0.0973666740429298,0.097809249834034,0.292347424215151,1,0.3125980249083,0.513219975827819,0.8,0.558142728440655,0,0.473348752563735
58,0.319148936170213,0.936170212765957,0.195982862419145,0.109094932507192,0.0993582651028988,0.551337542699076,0,0.410682633010283,0.872106063746581,0,0.590686146382252,0,0.728346404164437
59,0.106382978723404,0.638297872340425,0.0452272889105381,0.0916131887585749,0.1099800840894,0.319211035887272,0,0.209690277430201,0.288937016657583,0,0.538992009091961,0,0.075162571685558
60,0.276595744680851,0.489361702127659,0.325330330763264,0.109094932507192,0.104226598805045,0.424237245295273,0,0.976561023322904,0.0862491713039649,0,0.707049304922988,0,0.693585177460177
61,0.234042553191489,0.808510638297872,0.388677289689482,0.105996901969462,0.0973666740429298,0.492422689398595,0,0.645602577058412,0.936565611658006,0.4,0.418873226695353,1,0.292072818339379
62,0.0212765957446808,0.0851063829787234,0.271349031773896,0.097809249834034,0.1099800840894,0.856353348813509,1,0.934543880715516,0.378196349528219,0,0.669204004955765,1,0.445113999155265
63,0.127659574468085,0.893617021276596,0.828737509151929,0.104669174596149,0.0993582651028988,0.523192253608693,0,0.303385543629133,0.576405551453633,0.8,0.121612114957201,0,0.621942353900522
64,0.191489361702128,0.680851063829787,0.356753326693589,0.097809249834034,0.0944899314007523,0.36245984861456,1,0.78189091299689,0.792003126130196,0.8,0.265695306561484,0,0.295112021563744
65,0,0.468085106382979,0.280934509687381,0.101349856162868,0.0973666740429298,0.247736164035116,0,0.765858643884742,0.324313663875581,0.4,0.836003038808629,0,0.852036518944343
66,0.0638297872340425,0.191489361702128,0.542696083158248,0.0973666740429298,0.105996901969462,0.408675978792197,1,0.691655651866542,0.716164538177611,0.2,0.903748930743391,0,0.324881750825708
67,0.276595744680851,0.276595744680851,0.140924224974763,0.0984731135206904,0.104226598805045,0.51573610441437,1,0.9656389752668,0.135418849817828,0.4,0.5390082375603,1,0.630551051613028
68,0,0,0.80219698075404,0.097809249834034,0.104226598805045,0.746114857203236,1,0.393555336106316,0.291293747205505,0,0.0316356172129324,1,0.465764620838772
69,0.404255319148936,0.787234042553192,0.0745506436797708,0.109094932507192,0.105996901969462,0.121048776172339,0,0.130717323589757,0.14471063613652,0.4,0.926973570791768,0,0.787342364285988
70,0,0.382978723404255,0.986886936600517,0.0947112192963045,0.1099800840894,0.221609188239151,0,0.671708859244061,0.811230558401358,0.8,0.702064258027286,0,0.726827878938903
71,0.127659574468085,0.872340425531915,0.772244769296657,0.105996901969462,0.097809249834034,0.379654015868673,1,0.729309800477206,0.222649235226785,0.4,0.414027923755361,1,0.375153584130616
72,0.382978723404255,0.723404255319149,0.198715681534172,0.0989156893117946,0.102456295640628,0.360398405119515,0,0.575060573458815,0.71740355540521,0.4,0.598378943199496,0,0.532039248892529
73,0.0212765957446808,0.0212765957446808,0.0055221171236024,0.104669174596149,0.0944899314007523,0.391748087605212,1,0.206817893133396,0.943298397245652,0.2,0.429774834441366,1,0.372494958362288
74,0,0.0425531914893617,0.815461428454834,0.0984731135206904,0.093826067714096,0.793521264640325,0,0.504455941669355,0.527772209068877,0.8,0.465339226732051,0,0.755047485147687
75,0.127659574468085,0.893617021276596,0.706857343847617,0.0947112192963045,0.102456295640628,0.324154402962173,1,0.312189736569129,0.540029192260688,0.6,0.886809865659402,0,0.719949053865011
76,0.872340425531915,0.872340425531915,0.729007168040987,0.0989156893117946,0.0973666740429298,0.501898180402665,1,0.427466528166689,0.461033568097812,0.6,0.161084246917112,1,0.334370043054646
77,0,0.74468085106383,0.771270346685946,0.0916131887585749,0.097809249834034,0.623907032857897,0,0.645218575844664,0.325890143393643,0.8,0.103669135482237,0,0.544216486540708
78,0.0425531914893617,0.0638297872340425,0.0740446517340904,0.0947112192963045,0.0973666740429298,0.232178550183605,1,0.745214742690835,0.475655030924917,0.6,0.00272874451301575,1,0.348266064887866
79,0.191489361702128,0.531914893617021,0.358465728544273,0.101349856162868,0.104226598805045,0.718695387147539,0,0.232224690901343,0.602807532266759,0,0.314000375612127,0,0.664492721828124
80,0.680851063829787,0.829787234042553,0.11586905952513,0.0916131887585749,0.097809249834034,0.547111319738281,1,0.405325360646953,0.985991572170659,0.6,0.147413766484427,0,0.869590182471174
81,0,0.638297872340425,0.863103425875594,0.097809249834034,0.105996901969462,0.446781163031378,0,0.269161570991629,0.937764559318224,0,0.219985495138111,0,0.712236142653803
82,0.340425531914894,0.787234042553192,0.623298126827558,0.105996901969462,0.0993582651028988,0.809784026738314,0,0.198631613861869,0.862152958293122,0.8,0.0112389826653769,1,0.383937118776058
83,0,0.0638297872340425,0.330898024852649,0.109094932507192,0.1099800840894,0.243495259185182,1,0.783387219995838,0.889130535704858,0.6,0.227195414687703,0,0.737049864975482
84,0.382978723404255,0.957446808510638,0.0635583502860236,0.109094932507192,0.105996901969462,0.883175970614323,0,0.909252694436992,0.467849183292043,0.6,0.332711581932374,0,0.66592299842953
85,0.361702127659574,0.595744680851064,0.310982321715662,0.0973666740429298,0.097809249834034,0.561048735366704,0,0.370232185684577,0.657444327177465,0,0.0315674964098813,1,0.275089049627158
86,0.446808510638298,0.787234042553192,0.325183322026747,0.101349856162868,0.0973666740429298,0.609174879379658,0,0.751278924373767,0.895066722936214,0,0.607904124297148,1,0.371101235473444
87,0.0638297872340425,0.446808510638298,0.729606178338064,0.0916131887585749,0.105996901969462,0.875058964168943,0,0.896995289364411,0.392950764991353,0.4,0.568800348883758,0,0.909541553711857
88,0.0425531914893617,0.212765957446808,0.637557471355213,0.097809249834034,0.093826067714096,0.817582687849336,1,0.846124210530232,0.961762478345469,0.2,0.097035778509925,0,0.525598162266595
89,0.48936170212766,0.702127659574468,0.887212742576327,0.105996901969462,0.093826067714096,0.6015620688219,1,0.182813388539226,0.415786062069183,0.6,0.595009777518401,0,0.424145610547963
90,0.0425531914893617,0.0425531914893617,0.472214925161949,0.104669174596149,0.093826067714096,0.753187703848174,1,0.956291881513361,0.601082665393216,0.2,0.998653918608878,0,0.734101417135786
91,0.574468085106383,0.74468085106383,0.119594245938302,0.0984731135206904,0.104226598805045,0.433319490232897,0,0.376676440429462,0.709804713272372,0.2,0.944468952811541,0,0.516793116948313
92,0.276595744680851,0.382978723404255,0.713244787222995,0.101349856162868,0.102456295640628,0.547377753499746,0,0.339240661173836,0.950592013075938,0.6,0.00267099336766331,0,0.221739629304714
93,0.659574468085106,0.936170212765957,0.760785048616897,0.0984731135206904,0.093826067714096,0.0620701367085111,0,0.0624313272777803,0.244616274052266,0,0.79537831133036,0,0.827331010347486
94,0.0851063829787234,0.617021276595745,0.561277197569496,0.101349856162868,0.0944899314007523,0.0898579180000468,1,0.486173654104883,0.746130978238642,0.4,0.353605276236486,1,0.473360678170469
95,0.234042553191489,0.659574468085106,0.770967179954561,0.105996901969462,0.105996901969462,0.829425404186332,0,0.109013615640929,0.520815586144082,0.8,0.0636513703346274,1,0.286315363768319
96,0.0425531914893617,0.319148936170213,0.493795596364391,0.101349856162868,0.0993582651028988,0.0596716556824967,0,0.248539820927426,0.268557140620641,0.6,0.295983213716208,0,0.494579911295494
97,0.234042553191489,0.234042553191489,0.522732829381994,0.101349856162868,0.093826067714096,0.169399125632607,1,0.316942621767281,0.776606839796391,0.6,0.321736516312962,0,0.571051889734173
98,0.170212765957447,0.297872340425532,0.42754101835855,0.104669174596149,0.0993582651028988,0.795832658950442,0,0.808826323491684,0.552222280173847,0.8,0.523244239309057,0,0.831106695177203
99,0.787234042553192,0.957446808510638,0.0254191267440952,0.101349856162868,0.105996901969462,0.00114595062825629,1,0.875488650395896,0.660973820649676,0.2,0.661083767268855,1,0.385772979130376
100,0.0212765957446808,0.148936170212766,0.107891426993304,0.0984731135206904,0.093826067714096,0.282404328845864,0,0.30246631746147,0.322901068577901,0.4,0.749055612208408,1,0.467446002992801
101,0,0.0425531914893617,0.0314291856867343,0.0989156893117946,0.1099800840894,0.584038657826622,1,0.858698121244574,0.481273951827605,0.2,0.245903042563267,1,0.210243028419262
102,0.170212765957447,0.340425531914894,0.63641041126378,0.101349856162868,0.0944899314007523,0.595449931469297,1,0.857230937369791,0.617354250988067,0.8,0.321770570248497,1,0.469873449511149
103,0.595744680851064,0.638297872340425,0.314355981076327,0.101349856162868,0.102456295640628,0.777152908229474,0,0.764650950384874,0.404910814269844,0.8,0.308381706859735,0,0.753144188328985
104,0.127659574468085,0.234042553191489,0.508570691164703,0.0984731135206904,0.0944899314007523,0.50592625449217,0,0.146695114015182,0.198372539847701,0.4,0.362736868120876,1,0.181405611378564
105,0.127659574468085,0.148936170212766,0.907566473926093,0.0973666740429298,0.104226598805045,0.50940186953097,1,0.690322846900729,0.961640492315304,0.8,0.999656308956339,1,0.148312002653256
106,0.170212765957447,0.170212765957447,0.249292229148875,0.109094932507192,0.0993582651028988,0.7253105755407,0,0.945024064580569,0.511467540042617,0.8,0.777943302827426,0,0.588745830845172
107,0.25531914893617,0.446808510638298,0.41038292303563,0.0984731135206904,0.0944899314007523,0.498624463266284,0,0.682540478767157,0.733920370287701,0.4,0.974990465268697,0,0.682418690317056
108,0.25531914893617,0.382978723404255,0.755551138543049,0.104669174596149,0.0973666740429298,0.608491086563617,1,0.331616849107834,0.411047193556058,0.6,0.693111059547057,1,0.244563633025709
109,0.0212765957446808,0.191489361702128,0.228798165491622,0.105996901969462,0.093826067714096,0.897774068255051,0,0.500579317430831,0.355131764025716,0.2,0.406270701647284,0,0.584671922895888
110,0.191489361702128,0.936170212765957,0.076979909828793,0.0973666740429298,0.093826067714096,0.401451007612372,0,0.645725043351054,0.407164298467125,0.6,0.389744183626975,0,0.257695841825228
111,0.0851063829787234,0.404255319148936,0.289751452913768,0.105996901969462,0.102456295640628,0.385125070919222,1,0.510570408728504,0.40919664378565,0.6,0.488581144975045,0,0.725927401027134
112,0.0638297872340425,0.340425531914894,0.161221287254004,0.0973666740429298,0.093826067714096,0.00354899186477131,0,0.11995294173097,0.544180115941954,0.2,0.416869783364437,0,0.784005289177664
113,0.702127659574468,0.957446808510638,0.929697652342573,0.101349856162868,0.0993582651028988,0.613426261521232,0,0.312064044652021,0.543469869981363,0.6,0.828326246092746,0,0.858160169244828
114,0.404255319148936,0.74468085106383,0.808120379564417,0.105996901969462,0.0973666740429298,0.029771907407132,1,0.802396030553632,0.497153815882872,0.4,0.465002013026693,0,0.83094717385459
115,0.170212765957447,0.404255319148936,0.633403756510423,0.104669174596149,0.0973666740429298,0.504148489728316,1,0.861418046095517,0.134785784917438,0.2,0.295614360210846,0,0.418065292988269
116,0.212765957446808,0.340425531914894,0.871460590187718,0.0973666740429298,0.104226598805045,0.804233789032227,0,0.13730003271557,0.496075478500531,0,0.774860268696652,0,0.678824493259361
117,1,1,0.803672076899114,0.104669174596149,0.0993582651028988,0.549921070519663,1,0.952386752398725,0.169103900420651,0.6,0.854420409381395,0,0.334972990073518
118,0.978723404255319,1,0.186570058886036,0.097809249834034,0.1099800840894,0.269636165216676,1,0.328822617848609,0.126135786295765,0.8,0.420428956140451,0,0.39738852778365
119,0.297872340425532,0.957446808510638,0.892558998489978,0.0984731135206904,0.0973666740429298,0.786168421449371,0,0.66231373873072,0.932645717341168,0.2,0.667808571905532,0,0.814238759667867
120,0.574468085106383,1,0.539342241915651,0.101349856162868,0.105996901969462,0.269717004082539,0,0.751825145956681,0.604950013147704,0,0.0588045338883048,0,0.574476868125864
121,0.0212765957446808,0.127659574468085,0.807440155164063,0.0947112192963045,0.097809249834034,0.733031780945899,1,0.811946234637884,0.659490058124584,0.8,0.529464851971467,0,0.621395767740482
122,0.212765957446808,0.787234042553192,0.896091299923493,0.109094932507192,0.097809249834034,0.610258455190231,1,0.94574970222593,0.401793670333364,0,0.0449811377455081,1,0.346990368455987
123,0.297872340425532,0.425531914893617,0.318003474971864,0.104669174596149,0.105996901969462,0.169996296748001,0,0.312919548028823,0.908980891914864,0.6,0.0291908404944681,0,0.7139894987393
124,0.0212765957446808,0.0638297872340425,0.110051924527677,0.105996901969462,0.104226598805045,0.905133874844186,1,0.858506454551554,0.637930489579665,0.8,0.612924850522739,1,0.329054193296046
125,0.361702127659574,0.787234042553192,0.227935162541942,0.097809249834034,0.093826067714096,0.200643682957196,0,0.131686903436207,0.769169869523587,0.6,0.303335382394987,0,0.828277564332397
126,0.0212765957446808,0.468085106382979,0.427107788626256,0.109094932507192,0.105996901969462,0.98958707414067,0,0.705040906353593,0.368562469027714,0.8,0.742537162455465,1,0.576450819255445
127,0.361702127659574,0.51063829787234,0.818014765922493,0.109094932507192,0.105996901969462,0.00731048865494078,0,0.741977729513986,0.960011880819125,0.2,0.896082560632592,0,0.76120496308431
128,0.127659574468085,0.872340425531915,0.860730583256343,0.0984731135206904,0.105996901969462,0.263483377142903,0,0.67772324120132,0.820461290158315,0.4,0.139391173730351,1,0.710061649865979
129,0.0638297872340425,0.361702127659574,0.0069521305311907,0.0973666740429298,0.1099800840894,0.199860297274199,0,0.252314736135153,0.853948463014544,0.4,0.724522838578924,0,0.896007894421928
130,0.297872340425532,0.468085106382979,0.510747302577566,0.0989156893117946,0.104226598805045,0.0139934101704626,1,0.873043147015203,0.172194267425754,0,0.514519998288343,0,0.752117012384009
131,0.0425531914893617,0.0425531914893617,0.417411003148779,0.0973666740429298,0.102456295640628,0.732367900147316,0,0.168858463370395,0.270963207871219,0.8,0.112119250162699,0,0.653964339152232
132,0.25531914893617,0.51063829787234,0.22210781047073,0.0984731135206904,0.0944899314007523,0.693425802099596,0,0.0536347915208308,0.285626599683577,0.6,0.651592606480725,0,0.642910390700722
133,0.0425531914893617,0.0638297872340425,0.119865367333683,0.105996901969462,0.105996901969462,0.79235096435493,0,0.717464990611912,0.270909223246871,0.2,0.609466803106473,0,0.450797663218426
134,0.319148936170213,0.319148936170213,0.337615171403628,0.0947112192963045,0.105996901969462,0.256698546464565,1,0.475475715232734,0.855408162104288,0.2,0.515641867400783,1,0.333434892310338
135,0,0.0212765957446808,0.942909703912519,0.104669174596149,0.105996901969462,0.44433516708297,1,0.849098019958676,0.0318847952085921,0.2,0.926471204559658,1,0.301635226044296
136,0.148936170212766,0.978723404255319,0.323202932020755,0.097809249834034,0.104226598805045,0.659113521621547,1,0.383397141058259,0.0760999889807743,0.4,0.521079696104017,0,0.785144139007157
137,0.127659574468085,0.936170212765957,0.518790621743366,0.104669174596149,0.0973666740429298,0.439768503888144,0,0.168278588507713,0.273914870629904,0.6,0.990515115450213,0,0.776455932296813
138,0.446808510638298,0.851063829787234,0.703018958895178,0.109094932507192,0.0944899314007523,0.697325770317916,0,0.83644219246987,0.199872974649444,0.2,0.509228813848111,0,0.43441393694163
139,0.914893617021277,0.936170212765957,0.363629602379294,0.0947112192963045,0.0973666740429298,0.633973408440442,0,0.548909631640072,0.231859613882848,0.2,0.115852038301368,0,0.556258466295813
140,0.872340425531915,0.893617021276596,0.971782082720961,0.0973666740429298,0.1099800840894,0.114647803022176,1,0.189195792390355,0.7979431892533,0,0.47047125107503,1,0.225523627998138
141,0.212765957446808,0.468085106382979,0.962447294942111,0.0984731135206904,0.0944899314007523,0.781043121076968,1,0.720383998586446,0.563126593892047,0.8,0.182328762555071,1,0.248874978363429
142,0.0638297872340425,0.0851063829787234,0.251782295825364,0.109094932507192,0.0944899314007523,0.720676359092518,1,0.511113638489501,0.00577066129296799,0.8,0.597133485217427,1,0.23815931995738
143,0.276595744680851,0.978723404255319,0.497248505892385,0.105996901969462,0.102456295640628,0.655834387617405,0,0.60431298224032,0.429322765704195,0.8,0.693132175193601,0,0.73714910953475
144,0.0212765957446808,0.0212765957446808,0.30087830981677,0.105996901969462,0.102456295640628,0.155093606271002,0,0.460898338206582,0.407884926850359,0,0.468435278707094,0,0.648239433437332
145,0.48936170212766,0.872340425531915,0.284840494377468,0.0989156893117946,0.097809249834034,0.267996448795364,0,0.828708983818006,0.113945269444544,0.4,0.0977029676831482,0,0.534166526345705
146,0.829787234042553,0.893617021276596,0.0368869473545328,0.0984731135206904,0.093826067714096,0.3931770315876,0,0.82956271568305,0.676141788601457,0,0.468641398583553,1,0.571893996008756
147,0.382978723404255,0.765957446808511,0.609564333979897,0.0984731135206904,0.102456295640628,0.279929621656443,0,0.709388821824386,0.702097188379491,0.2,0.0814542147344004,1,0.203731041232293
148,0.0851063829787234,0.212765957446808,0.502679023228861,0.0984731135206904,0.0944899314007523,0.227810290676131,1,0.105401377396462,0.720893219052098,0.6,0.682125955506534,0,0.456984549432739
149,0,0,0.0514787512499894,0.0989156893117946,0.097809249834034,0.805357670161776,0,0.838853861904069,0.728470945558592,0.2,0.790368224865087,0,0.323908176400106
150,0.25531914893617,0.702127659574468,0.278646464236611,0.0973666740429298,0.0944899314007523,0.638232246360202,0,0.67101298053291,5.28269322968011E-05,0.2,0.962380327227039,0,0.570861306168478
151,0.25531914893617,0.340425531914894,0.908265885966654,0.109094932507192,0.093826067714096,0.56547213155025,0,0.6970241660043,0.953920803846722,0.6,0.148802107128456,0,0.872002235285684
152,0.191489361702128,0.404255319148936,0.239561890666972,0.0947112192963045,0.0993582651028988,0.225952710853254,1,0.362982840403872,0.814208767054663,0.8,0.532420335533304,0,0.668011296762746
